segmentnr	original	analyzed
SA_GK21_brkas_pu-0	Buddhasvamin:	buddha svamin 
SA_GK21_brkas_pu-1	Brhatkathaslokasamgraha	brhat katha sloka samgraha 
SA_GK21_brkas_pu-2	Input by Andreas Bigger	input by andreas bigger 
SA_GK21_brkas_pu-3	[This computer version of the Brhatkathaslokasamgraha of	this computer version of the brhatkathaslokasamgraha 
SA_GK21_brkas_pu-4	Budhasvamin was created between 1997 and 2002. The input is	budhasvamin was created between and the input is 
SA_GK21_brkas_pu-5	based on the text edited by Felix Lacote (Paris, 1908). It was	based on the text edited by felix lacote paris it was 
SA_GK21_brkas_pu-6	meant as a working input for myself at first,	meant as a working input for myself at first 
SA_GK21_brkas_pu-7	though I am willing	though i am willing 
SA_GK21_brkas_pu-8	to share it with everyone,	to share it with everyone 
SA_GK21_brkas_pu-9	who will find it useful. However you	ho will find it useful however you 
SA_GK21_brkas_pu-10	should know that there are certain deviations from Lac%	should know that there are certan deviations from lac 
SA_GK21_brkas_pu-11	text: Cases of printing mistakes in the edition were silently	text cases of printing mistakes in the edition 
SA_GK21_brkas_pu-12	corrected. In a few cases I also adopted a different reading, when	corrected in a few cases i also adopted a different reading when 
SA_GK21_brkas_pu-13	it seemed to make more sense. It is also an uncorrected version.	it seemed to make more sense it is also an uncorrected vesion 
SA_GK21_brkas_pu-14	The input is based on the TZ-Format created by Peter Schreiner	the input is based on the tzformat created by peter schreiner 
SA_GK21_brkas_pu-15	and others, which marks sandhi and composita. Only personal	and others which marks sandhi and composita only personal 
SA_GK21_brkas_pu-16	names are never marked as composita in this input.	names are never marked as composita in this input 
SA_GK21_brkas_pu-17	Andreas Bigger, Basel, 24.3.2002]	andreas bigger basel 
SA_GK21_brkas_pu-18	mahākhātā mahāśālā /	mahā khātā mahā śālā 
SA_GK21_brkas_pu-19	pury- asty ujjayinīti yā /	purī asti ujjayinī iti yā 
SA_GK21_brkas_pu-20	mahāmbhodhimahāśaila /	mahā ambhodhi mahā śaila 
SA_GK21_brkas_pu-21	mekhalaiva mahāmahī //1.1/	mekhalā eva mahā mahī 
SA_GK21_brkas_pu-22	prāsādān yatra paśyantaḥ /	prāsādān yatra paśyantaḥ 
SA_GK21_brkas_pu-23	saṃtatān haimarājatān /	saṃtatān haima rājatān 
SA_GK21_brkas_pu-24	merukailāsakūṭebhyaḥ /	meru kailāsa kūṭebhyaḥ 
SA_GK21_brkas_pu-25	spṛhayanti na nāgarāḥ //1.2/	spṛhayanti na nāgarāḥ 
SA_GK21_brkas_pu-26	vedamaurvīvipañcīnāṃ /	veda maurvī vipañcīnām 
SA_GK21_brkas_pu-27	dhvanayaḥ pratimandiram /	dhvanayaḥ pratimandiram 
SA_GK21_brkas_pu-28	yatra saṃnipatanto 'pi /	yatra saṃnipatantaḥ pi 
SA_GK21_brkas_pu-29	na bādhante parasparam //1.3/	na bādhante parasparam 
SA_GK21_brkas_pu-30	kṛtaṃ varṇanayā tasyā- /	kṛtam varṇanayā tasyāḥ 
SA_GK21_brkas_pu-31	yasyāṃ satatam āsate /	yasyām satatam āsate 
SA_GK21_brkas_pu-32	mahākālaprabhṛtayas /	mahākāla prabhṛtayaḥ 
SA_GK21_brkas_pu-33	tyaktvā śivapuraṃ gaṇāḥ //1.4/	tyaktvā śiva puram gaṇāḥ 
SA_GK21_brkas_pu-34	tasyām āsīn mahāseno /	tasyām āsīt mahāsenaḥ 
SA_GK21_brkas_pu-35	mahāsenaḥ kṣitīśvaraḥ /	        
SA_GK21_brkas_pu-36	yasya devīsahasrāṇi /	yasya devī sahasrāṇi 
SA_GK21_brkas_pu-37	ṣoḍaśa śrīpater iva //1.5/	ṣoḍaśa śrīpateḥ iva 
SA_GK21_brkas_pu-38	ciraṃ pālayatas tasya /	ciram pālayataḥ tasya 
SA_GK21_brkas_pu-39	prajāḥ śāstoktakāriṇaḥ /	prajāḥ śāsta ukta kāriṇaḥ 
SA_GK21_brkas_pu-40	gopālaḥ pālakaś ceti /	gopālaḥ pālakaḥ ca iti 
SA_GK21_brkas_pu-41	sutau jātau guṇāmbudhī //1.6/	sutau jātau guṇa ambudhī 
SA_GK21_brkas_pu-42	bṛhaspatisamaś cāsya /	bṛhaspati samaḥ ca asya 
SA_GK21_brkas_pu-43	mantrī bharatarohakaḥ /	       
SA_GK21_brkas_pu-44	rohantakaḥ surohaś ca /	rohantakaḥ surohaḥ ca 
SA_GK21_brkas_pu-45	tasyāstāṃ tatsamau sutau //1.7/	tasyāḥ tām tad samau sutau 
SA_GK21_brkas_pu-46	narendramantriputrāṇāṃ /	narendra mantri putrāṇām 
SA_GK21_brkas_pu-47	caturvidyārthavedinām /	catur vidyā artha vedinām 
SA_GK21_brkas_pu-48	prayogeṣu ca daṣāṇāṃ /	prayogeṣu ca daṣāṇām 
SA_GK21_brkas_pu-49	yānti sma divasāḥ sukham //1.8/	yānti sma divasāḥ sukham 
SA_GK21_brkas_pu-50	atha gāṃ pālayām āsa /	atha gām pālayām āsa 
SA_GK21_brkas_pu-51	gopālaḥ pitṛpālitām /	gopālaḥ pitṛ pāli tām 
SA_GK21_brkas_pu-52	pālako 'pi yavīyastvād /	pālakaḥ pi yavīyaḥ tvāt 
SA_GK21_brkas_pu-53	yauvarājyam apālayat //1.9/	yauvarājyam apālayat 
SA_GK21_brkas_pu-54	mantriputrau tu mantritvam /	mantri putrau tu mantri tvam 
SA_GK21_brkas_pu-55	atha bhūmir naveśvarā /	atha bhūmiḥ nava īśvarā 
SA_GK21_brkas_pu-56	navamantrikṛtārakṣā /	nava mantri kṛta ārakṣā 
SA_GK21_brkas_pu-57	jāyate sma punar vā //1.10/	jāyate sma punar vā 
