segmentnr	original	analyzed
SA_GV01_rv_hn05u-0	Ṛgveda 5	ṛgveda 
SA_GV01_rv_hn05u-1	RV_5,001.01a abodhy agniḥ samidhā janānām prati dhenum ivāyatīm uṣāsam /	abodhi agniḥ samidhā janānām prati dhenum iva āyatīm uṣāsam 
SA_GV01_rv_hn05u-2	RV_5,001.01c yahvā iva pra vayām ujjihānāḥ pra bhānavaḥ sisrate nākam accha //	yahvāḥ iva pra vayām ujjihānāḥ pra bhānavaḥ sisrate nākam accha 
SA_GV01_rv_hn05u-3	RV_5,001.02a abodhi hotā yajathāya devān ūrdhvo agniḥ sumanāḥ prātar asthāt /	abodhi hotā yajathāya devān ūrdhvaḥ agniḥ sumanāḥ prātar asthāt 
SA_GV01_rv_hn05u-4	RV_5,001.02c samiddhasya ruśad adarśi pājo mahān devas tamaso nir amoci //	samiddhasya ruśat adarśi pājaḥ mahān devaḥ tamasaḥ niḥ amoci 
SA_GV01_rv_hn05u-5	RV_5,001.03a yad īṃ gaṇasya raśanām ajīgaḥ śucir aṅkte śucibhir gobhir agniḥ /	yat īm gaṇasya raśanām ajīgaḥ śuciḥ aṅkte śucibhiḥ gobhiḥ agniḥ 
SA_GV01_rv_hn05u-6	RV_5,001.03c ād dakṣiṇā yujyate vājayanty uttānām ūrdhvo adhayaj juhūbhiḥ //	āt dakṣiṇā yujyate vājayantī uttānām ūrdhvaḥ adhayat juhūbhiḥ 
SA_GV01_rv_hn05u-7	RV_5,001.04a agnim acchā devayatām manāṃsi cakṣūṃṣīva sūrye saṃ caranti /	agnim acchā devayatām manāṃsi cakṣūṃṣi iva sūrye sam caranti 
SA_GV01_rv_hn05u-8	RV_5,001.04c yad īṃ suvāte uṣasā virūpe śveto vājī jāyate agre ahnām //	yat īm suvāte uṣasā virūpe śvetaḥ vājī jāyate agre ahnām 
SA_GV01_rv_hn05u-9	RV_5,001.05a janiṣṭa hi jenyo agre ahnāṃ hito hiteṣv aruṣo vaneṣu /	janiṣṭa hi jenyaḥ agre ahnām hitaḥ hiteṣu aruṣaḥ vaneṣu 
SA_GV01_rv_hn05u-10	RV_5,001.05c dame-dame sapta ratnā dadhāno 'gnir hotā ni ṣasādā yajīyān //	damedame sapta ratnā dadhānaḥ gniḥ hotā ni sasāda ā yajīyān 
SA_GV01_rv_hn05u-11	RV_5,001.06a agnir hotā ny asīdad yajīyān upasthe mātuḥ surabhā u loke /	agniḥ hotā ni asīdat yajīyān upasthe mātuḥ surabhau u loke 
SA_GV01_rv_hn05u-12	RV_5,001.06c yuvā kaviḥ puruniṣṭha ṛtāvā dhartā kṛṣṭīnām uta madhya iddhaḥ //	yuvā kaviḥ puru niṣṭhaḥ ṛtāvā dhartā kṛṣṭīnām uta madhye iddhaḥ 
SA_GV01_rv_hn05u-13	RV_5,001.07a pra ṇu tyaṃ vipram adhvareṣu sādhum agniṃ hotāram īḷate namobhiḥ /	pra nu tyam vipram adhvareṣu sādhum agnim hotāram īḍate namobhiḥ 
SA_GV01_rv_hn05u-14	RV_5,001.07c ā yas tatāna rodasī ṛtena nityam mṛjanti vājinaṃ ghṛtena //	ā yaḥ tatāna rodasī ṛtena nityam mṛjanti vājinam ghṛtena 
SA_GV01_rv_hn05u-15	RV_5,001.08a mārjālyo mṛjyate sve damūnāḥ kavipraśasto atithiḥ śivo naḥ /	mārjālyaḥ mṛjyate sve damūnāḥ kavi praśastaḥ atithiḥ śivaḥ naḥ 
SA_GV01_rv_hn05u-16	RV_5,001.08c sahasraśṛṅgo vṛṣabhas tadojā viśvāṃ agne sahasā prāsy anyān //	sahasra śṛṅgaḥ vṛṣabhaḥ tad ojāḥ viśvān agne sahasā prāsi anyān 
SA_GV01_rv_hn05u-17	RV_5,001.09a pra sadyo agne aty eṣy anyān āvir yasmai cārutamo babhūtha /	pra sadyas agne ati eṣi anyān āvis yasmai cārutamaḥ babhūtha 
SA_GV01_rv_hn05u-18	RV_5,001.09c īḷenyo vapuṣyo vibhāvā priyo viśām atithir mānuṣīṇām //	īḍenyaḥ vapuṣyaḥ vibhāvā priyaḥ viśām atithiḥ mānuṣīṇām 
SA_GV01_rv_hn05u-19	RV_5,001.10a tubhyam bharanti kṣitayo yaviṣṭha balim agne antita ota dūrāt /	tubhyam bharanti kṣitayaḥ yaviṣṭha balim agne antitas ā uta dūrāt 
SA_GV01_rv_hn05u-20	RV_5,001.10c ā bhandiṣṭhasya sumatiṃ cikiddhi bṛhat te agne mahi śarma bhadram //	ā bhandiṣṭhasya sumatim cikiddhi bṛhat te agne mahi śarma bhadram 
SA_GV01_rv_hn05u-21	RV_5,001.11a ādya ratham bhānumo bhānumantam agne tiṣṭha yajatebhiḥ samantam /	ā adya ratham bhānumas bhānumantam agne tiṣṭha yajatebhiḥ samantam 
SA_GV01_rv_hn05u-22	RV_5,001.11c vidvān pathīnām urv antarikṣam eha devān haviradyāya vakṣi //	vidvān pathīnām uru antarikṣam ā iha devān haviḥ adyāya vakṣi 
SA_GV01_rv_hn05u-23	RV_5,001.12a avocāma kavaye medhyāya vaco vandāru vṛṣabhāya vṛṣṇe /	avocāma kavaye medhyāya vacaḥ vandāru vṛṣabhāya vṛṣṇe 
SA_GV01_rv_hn05u-24	RV_5,001.12c gaviṣṭhiro namasā stomam agnau divīva rukmam uruvyañcam aśret //	gaviṣṭhiraḥ namasā stomam agnau divi iva rukmam uruvyañcam aśret 
SA_GV01_rv_hn05u-25	RV_5,002.01a kumāram mātā yuvatiḥ samubdhaṃ guhā bibharti na dadāti pitre /	kumāram mātā yuvatiḥ samubdham guhā bibharti na dadāti pitre 
