segmentnr	original	analyzed
SA_GV01_rvpp_06u-0	tvam / hi / agne /	tvam hi agne 
SA_GV01_rvpp_06u-1	prathamaḥ /	prathamaḥ 
SA_GV01_rvpp_06u-2	manotā /	manotā 
SA_GV01_rvpp_06u-3	asyāḥ /	asyāḥ 
SA_GV01_rvpp_06u-4	dhiyaḥ /	dhiyaḥ 
SA_GV01_rvpp_06u-5	abhavaḥ /	abhavaḥ 
SA_GV01_rvpp_06u-6	dasma /	dasma 
SA_GV01_rvpp_06u-7	hotā /	hotā 
SA_GV01_rvpp_06u-8	tvam /	tvam 
SA_GV01_rvpp_06u-9	sīm /	sīm 
SA_GV01_rvpp_06u-10	vṛṣan /	vṛṣan 
SA_GV01_rvpp_06u-11	akṛṇoḥ /	akṛṇoḥ 
SA_GV01_rvpp_06u-12	dustarītu /	dustarītu 
SA_GV01_rvpp_06u-13	sahaḥ /	sahaḥ 
SA_GV01_rvpp_06u-14	viśvasmai /	viśvasmai 
SA_GV01_rvpp_06u-15	sahase / sahadhyai // RV_6,1.1 //	sahase sahadhyai 
SA_GV01_rvpp_06u-16	adha / hātā / ni /	adha hātā ni 
SA_GV01_rvpp_06u-17	asīdaḥ /	asīdaḥ 
SA_GV01_rvpp_06u-18	yajīyān /	yajīyān 
SA_GV01_rvpp_06u-19	iḷaḥ /	iḷaḥ 
SA_GV01_rvpp_06u-20	pade /	pade 
SA_GV01_rvpp_06u-21	iṣayan /	iṣayan 
SA_GV01_rvpp_06u-22	īḍyaḥ /	īḍyaḥ 
SA_GV01_rvpp_06u-23	san /	san 
SA_GV01_rvpp_06u-24	tam /	tam 
SA_GV01_rvpp_06u-25	tvā /	tvā 
SA_GV01_rvpp_06u-26	naraḥ /	naraḥ 
SA_GV01_rvpp_06u-27	prathamam /	prathamam 
SA_GV01_rvpp_06u-28	deva-yantaḥ /	devayantaḥ 
SA_GV01_rvpp_06u-29	mahaḥ /	mahaḥ 
SA_GV01_rvpp_06u-30	rāye /	rāye 
SA_GV01_rvpp_06u-31	citayantaḥ /	citayantaḥ 
SA_GV01_rvpp_06u-32	anu / gman // RV_6,1.2 //	anu gman 
SA_GV01_rvpp_06u-33	vṛtāiva / yantam /	vṛtāiva yantam 
SA_GV01_rvpp_06u-34	bahu-bhiḥ /	bahubhiḥ 
SA_GV01_rvpp_06u-35	vasavyaiḥ /	vasavyaiḥ 
SA_GV01_rvpp_06u-36	tve iti /	tve iti 
SA_GV01_rvpp_06u-37	rayim /	rayim 
SA_GV01_rvpp_06u-38	jāgṛ-vāṃsaḥ /	jāgṛvāṃsaḥ 
SA_GV01_rvpp_06u-39	anu /	anu 
SA_GV01_rvpp_06u-40	gman /	gman 
SA_GV01_rvpp_06u-41	ruśantam /	ruśantam 
SA_GV01_rvpp_06u-42	agnim /	agnim 
SA_GV01_rvpp_06u-43	darśatam /	darśatam 
SA_GV01_rvpp_06u-44	bṛhantam /	bṛhantam 
SA_GV01_rvpp_06u-45	vapāvantam /	vapāvantam 
SA_GV01_rvpp_06u-46	viśvahā /	viśvahā 
SA_GV01_rvpp_06u-47	dīdi-vāṃsam // RV_6,1.3 //	dīdivāṃsam 
SA_GV01_rvpp_06u-48	padam / devasya /	padam devasya 
SA_GV01_rvpp_06u-49	namasā /	namasā 
SA_GV01_rvpp_06u-50	vyantaḥ /	vyantaḥ 
SA_GV01_rvpp_06u-51	śravasyavaḥ /	śravasyavaḥ 
SA_GV01_rvpp_06u-52	śravaḥ /	śravaḥ 
SA_GV01_rvpp_06u-53	āpan /	āpan 
SA_GV01_rvpp_06u-54	amṛktam /	amṛktam 
SA_GV01_rvpp_06u-55	nāmāni /	nāmāni 
SA_GV01_rvpp_06u-56	cit /	cit 
